opcion_greedy,opcion_busqueda,cant_gim,cant_gim_mismo_costo,cant_poke,cap_mochila,tiempo_armado_grafo,tiempo_greedy,distancia_camino_greedy,tiempo_busqueda,distancia_camino,cant_mejoras,tiempo_swap,vecinos_prom,largo
1,1,40,11,444,30,2003367.000000,11148605.000000,33478.517393,1194384.000000,33478.517393,0,997353.000000,17,261
1,1,40,11,444,30,2003367.000000,11379696.000000,33478.517393,1202269.000000,33478.517393,0,998009.000000,17,261
1,1,40,11,444,30,2003367.000000,11139548.000000,33478.517393,1195568.000000,33478.517393,0,997388.000000,17,261
1,1,40,11,444,30,2003367.000000,11912470.000000,33478.517393,1221075.000000,33478.517393,0,1009858.000000,17,261
1,1,40,11,444,30,2003367.000000,11302628.000000,33478.517393,1245166.000000,33478.517393,0,1035195.000000,17,261
1,1,40,11,444,30,2003367.000000,11236614.000000,33478.517393,1201639.000000,33478.517393,0,997853.000000,17,261
1,1,40,11,444,30,2003367.000000,11145113.000000,33478.517393,1193203.000000,33478.517393,0,997479.000000,17,261
1,1,40,11,444,30,2003367.000000,11312883.000000,33478.517393,1199144.000000,33478.517393,0,997823.000000,17,261
1,0,50,15,550,30,2996620.000000,34840581.000000,38459.985901,1128609678.000000,36603.923639,74,1128226418.000000,786429,324
1,0,50,15,550,30,2996620.000000,17031682.000000,38459.985901,1133246006.000000,36603.923639,74,1132916749.000000,786429,324
1,0,50,15,550,30,2996620.000000,16878382.000000,38459.985901,1132104786.000000,36603.923639,74,1131815071.000000,786429,324
1,0,50,15,550,30,2996620.000000,16813182.000000,38459.985901,1128431644.000000,36603.923639,74,1128147488.000000,786429,324
1,0,50,15,550,30,2996620.000000,16951365.000000,38459.985901,1128899224.000000,36603.923639,74,1128613894.000000,786429,324
1,0,50,15,550,30,2996620.000000,16861374.000000,38459.985901,1128398438.000000,36603.923639,74,1128112538.000000,786429,324
1,0,50,15,550,30,2996620.000000,16871632.000000,38459.985901,1129906724.000000,36603.923639,74,1129616210.000000,786429,324
1,0,50,15,550,30,2996620.000000,16813508.000000,38459.985901,1128834876.000000,36603.923639,74,1128550085.000000,786429,324
1,0,50,15,550,30,2996620.000000,16922348.000000,38459.985901,1128487804.000000,36603.923639,74,1128203974.000000,786429,324
1,0,50,15,550,30,2996620.000000,16917482.000000,38459.985901,1128434754.000000,36603.923639,74,1128149831.000000,786429,324
1,1,50,15,550,30,2450528.000000,17466444.000000,38459.985901,1797860.000000,38459.985901,0,1549331.000000,33,324
1,1,50,15,550,30,2450528.000000,16971014.000000,38459.985901,1780494.000000,38459.985901,0,1546726.000000,33,324
1,1,50,15,550,30,2450528.000000,16963588.000000,38459.985901,1777948.000000,38459.985901,0,1551147.000000,33,324
1,1,50,15,550,30,2450528.000000,16966199.000000,38459.985901,1810425.000000,38459.985901,0,1557382.000000,33,324
1,1,50,15,550,30,2450528.000000,17021216.000000,38459.985901,1787619.000000,38459.985901,0,1551102.000000,33,324
1,1,50,15,550,30,2450528.000000,16987280.000000,38459.985901,1777879.000000,38459.985901,0,1551307.000000,33,324
1,1,50,15,550,30,2450528.000000,16962078.000000,38459.985901,1776303.000000,38459.985901,0,1550926.000000,33,324
1,1,50,15,550,30,2450528.000000,16961438.000000,38459.985901,1777444.000000,38459.985901,0,1551162.000000,33,324
1,1,50,15,550,30,2450528.000000,29337790.000000,38459.985901,1837362.000000,38459.985901,0,1589384.000000,33,324
1,1,50,15,550,30,2450528.000000,16973699.000000,38459.985901,1784959.000000,38459.985901,0,1556812.000000,33,324
1,0,60,18,658,30,2877421.000000,24667678.000000,42924.353622,4610030543.000000,40866.977500,133,4609631203.000000,3195755,388
1,0,60,18,658,30,2877421.000000,24316383.000000,42924.353622,4595637955.000000,40866.977500,133,4595278737.000000,3195755,388
1,0,60,18,658,30,2877421.000000,24284660.000000,42924.353622,4600171510.000000,40866.977500,133,4599825707.000000,3195755,388
1,0,60,18,658,30,2877421.000000,24243698.000000,42924.353622,4598078686.000000,40866.977500,133,4597736536.000000,3195755,388
1,0,60,18,658,30,2877421.000000,24421995.000000,42924.353622,4592117922.000000,40866.977500,133,4591779266.000000,3195755,388
1,0,60,18,658,30,2877421.000000,24348984.000000,42924.353622,4596511283.000000,40866.977500,133,4596170210.000000,3195755,388
1,0,60,18,658,30,2877421.000000,24305433.000000,42924.353622,4600864884.000000,40866.977500,133,4600519498.000000,3195755,388
1,0,60,18,658,30,2877421.000000,24753869.000000,42924.353622,4594276445.000000,40866.977500,133,4593928148.000000,3195755,388
1,0,60,18,658,30,2877421.000000,24238331.000000,42924.353622,4595064241.000000,40866.977500,133,4594724035.000000,3195755,388
1,0,60,18,658,30,2877421.000000,24355512.000000,42924.353622,4592112883.000000,40866.977500,133,4591773323.000000,3195755,388
1,1,60,18,658,30,2896736.000000,24269876.000000,42924.353622,2513216.000000,42924.353622,0,2229652.000000,52,388
1,1,60,18,658,30,2896736.000000,25217104.000000,42924.353622,2582824.000000,42924.353622,0,2227431.000000,52,388
1,1,60,18,658,30,2896736.000000,27645791.000000,42924.353622,2501896.000000,42924.353622,0,2222206.000000,52,388
1,1,60,18,658,30,2896736.000000,24884062.000000,42924.353622,2541783.000000,42924.353622,0,2261208.000000,52,388
1,1,60,18,658,30,2896736.000000,24323739.000000,42924.353622,2518132.000000,42924.353622,0,2224806.000000,52,388
1,1,60,18,658,30,2896736.000000,27144741.000000,42924.353622,2539223.000000,42924.353622,0,2230862.000000,52,388
1,1,60,18,658,30,2896736.000000,24423484.000000,42924.353622,2496360.000000,42924.353622,0,2228487.000000,52,388
1,1,60,18,658,30,2896736.000000,24253056.000000,42924.353622,2483620.000000,42924.353622,0,2229707.000000,52,388
1,1,60,18,658,30,2896736.000000,24236704.000000,42924.353622,2475954.000000,42924.353622,0,2221672.000000,52,388
1,1,60,18,658,30,2896736.000000,24678152.000000,42924.353622,2483970.000000,42924.353622,0,2228541.000000,52,388
1,0,70,22,760,30,3346518.000000,32660252.000000,47684.143390,5835981302.000000,45836.829394,152,5835570267.000000,4060836,449
1,0,70,22,760,30,3346518.000000,32247796.000000,47684.143390,5824318038.000000,45836.829394,152,5823938921.000000,4060836,449
1,0,70,22,760,30,3346518.000000,32251967.000000,47684.143390,5823848274.000000,45836.829394,152,5823485612.000000,4060836,449
1,0,70,22,760,30,3346518.000000,32264443.000000,47684.143390,5824920315.000000,45836.829394,152,5824565203.000000,4060836,449
1,0,70,22,760,30,3346518.000000,32254483.000000,47684.143390,5823691688.000000,45836.829394,152,5823331359.000000,4060836,449
1,0,70,22,760,30,3346518.000000,32264359.000000,47684.143390,5823828886.000000,45836.829394,152,5823470622.000000,4060836,449
1,0,70,22,760,30,3346518.000000,32244360.000000,47684.143390,5824055471.000000,45836.829394,152,5823698147.000000,4060836,449
1,0,70,22,760,30,3346518.000000,32238055.000000,47684.143390,5826345475.000000,45836.829394,152,5825972994.000000,4060836,449
1,0,70,22,760,30,3346518.000000,32250972.000000,47684.143390,5825316878.000000,45836.829394,152,5824953908.000000,4060836,449
1,0,70,22,760,30,3346518.000000,32262268.000000,47684.143390,5824061104.000000,45836.829394,152,5823683960.000000,4060836,449
1,1,70,22,760,30,3254814.000000,32414206.000000,47684.143390,6376306.000000,47644.145905,1,6023514.000000,140,449
1,1,70,22,760,30,3254814.000000,32300111.000000,47684.143390,6262810.000000,47644.145905,1,5974497.000000,140,449
1,1,70,22,760,30,3254814.000000,32984983.000000,47684.143390,6322474.000000,47644.145905,1,6025510.000000,140,449
1,1,70,22,760,30,3254814.000000,32344828.000000,47684.143390,6302863.000000,47644.145905,1,6023640.000000,140,449
1,1,70,22,760,30,3254814.000000,42111230.000000,47684.143390,6266306.000000,47644.145905,1,5971343.000000,140,449
1,1,70,22,760,30,3254814.000000,32272630.000000,47684.143390,6250320.000000,47644.145905,1,5972067.000000,140,449
1,1,70,22,760,30,3254814.000000,32237289.000000,47684.143390,6258016.000000,47644.145905,1,5974802.000000,140,449
1,1,70,22,760,30,3254814.000000,32246254.000000,47684.143390,6267822.000000,47644.145905,1,5969132.000000,140,449
1,1,70,22,760,30,3254814.000000,32252274.000000,47684.143390,6253965.000000,47644.145905,1,5972732.000000,140,449
1,1,70,22,760,30,3254814.000000,32244224.000000,47684.143390,6253270.000000,47644.145905,1,5971442.000000,140,449
1,0,80,24,856,30,3563488.000000,44486382.000000,54140.368833,6450804788.000000,52391.032002,138,6450366716.000000,4469560,507
1,0,80,24,856,30,3563488.000000,40972419.000000,54140.368833,6422544631.000000,52391.032002,138,6422132992.000000,4469560,507
1,0,80,24,856,30,3563488.000000,40931660.000000,54140.368833,6420842722.000000,52391.032002,138,6420446974.000000,4469560,507
1,0,80,24,856,30,3563488.000000,40848048.000000,54140.368833,6425841702.000000,52391.032002,138,6425456842.000000,4469560,507
1,0,80,24,856,30,3563488.000000,40909446.000000,54140.368833,6421780773.000000,52391.032002,138,6421389995.000000,4469560,507
1,0,80,24,856,30,3563488.000000,41058345.000000,54140.368833,6425696914.000000,52391.032002,138,6425309360.000000,4469560,507
1,0,80,24,856,30,3563488.000000,40862090.000000,54140.368833,6422391255.000000,52391.032002,138,6422001970.000000,4469560,507
1,0,80,24,856,30,3563488.000000,40913036.000000,54140.368833,6422435641.000000,52391.032002,138,6422047327.000000,4469560,507
1,0,80,24,856,30,3563488.000000,40866498.000000,54140.368833,6427129029.000000,52391.032002,138,6426743332.000000,4469560,507
1,0,80,24,856,30,3563488.000000,41009813.000000,54140.368833,6423330333.000000,52391.032002,138,6422944330.000000,4469560,507
1,1,80,24,856,30,3991938.000000,40834570.000000,54140.368833,8412584.000000,54066.298436,2,8081865.000000,187,507
1,1,80,24,856,30,3991938.000000,41686163.000000,54140.368833,8567521.000000,54066.298436,2,8214196.000000,187,507
1,1,80,24,856,30,3991938.000000,40904518.000000,54140.368833,8378127.000000,54066.298436,2,8077959.000000,187,507
1,1,80,24,856,30,3991938.000000,41366409.000000,54140.368833,8551720.000000,54066.298436,2,8178083.000000,187,507
1,1,80,24,856,30,3991938.000000,40994752.000000,54140.368833,8392969.000000,54066.298436,2,8079969.000000,187,507
1,1,80,24,856,30,3991938.000000,41170650.000000,54140.368833,8388393.000000,54066.298436,2,8081644.000000,187,507
1,1,80,24,856,30,3991938.000000,40928424.000000,54140.368833,8525254.000000,54066.298436,2,8218930.000000,187,507
1,1,80,24,856,30,3991938.000000,40904117.000000,54140.368833,8385317.000000,54066.298436,2,8079934.000000,187,507
1,1,80,24,856,30,3991938.000000,40964814.000000,54140.368833,8493702.000000,54066.298436,2,8186834.000000,187,507
1,1,80,24,856,30,3991938.000000,40846445.000000,54140.368833,8431924.000000,54066.298436,2,8131181.000000,187,507
1,0,90,24,938,30,4032699.000000,49658920.000000,60942.904692,10158294577.000000,58427.846634,205,10157732189.000000,7062144,558
1,0,90,24,938,30,4032699.000000,49250313.000000,60942.904692,10157010030.000000,58427.846634,205,10156494985.000000,7062144,558
1,0,90,24,938,30,4032699.000000,49180140.000000,60942.904692,10153253034.000000,58427.846634,205,10152766338.000000,7062144,558
1,0,90,24,938,30,4032699.000000,49610130.000000,60942.904692,10157689640.000000,58427.846634,205,10157196789.000000,7062144,558
1,0,90,24,938,30,4032699.000000,49455933.000000,60942.904692,10158608299.000000,58427.846634,205,10158104465.000000,7062144,558
1,0,90,24,938,30,4032699.000000,49232670.000000,60942.904692,10155870946.000000,58427.846634,205,10155382112.000000,7062144,558
1,0,90,24,938,30,4032699.000000,49165155.000000,60942.904692,10155242886.000000,58427.846634,205,10154756309.000000,7062144,558
1,0,90,24,938,30,4032699.000000,49372626.000000,60942.904692,10155807603.000000,58427.846634,205,10155319487.000000,7062144,558
1,0,90,24,938,30,4032699.000000,49318827.000000,60942.904692,10154724024.000000,58427.846634,205,10154237870.000000,7062144,558
1,0,90,24,938,30,4032699.000000,49259880.000000,60942.904692,10161121457.000000,58427.846634,205,10160631097.000000,7062144,558
1,1,90,24,938,30,4116378.000000,49062281.000000,60942.904692,12992313.000000,59737.936768,7,12572412.000000,352,558
1,1,90,24,938,30,4116378.000000,49091722.000000,60942.904692,12975863.000000,59737.936768,7,12563696.000000,352,558
1,1,90,24,938,30,4116378.000000,49046651.000000,60942.904692,13350059.000000,59737.936768,7,12902235.000000,352,558
1,1,90,24,938,30,4116378.000000,50265306.000000,60942.904692,12953382.000000,59737.936768,7,12561995.000000,352,558
1,1,90,24,938,30,4116378.000000,49034665.000000,60942.904692,12945947.000000,59737.936768,7,12565797.000000,352,558
1,1,90,24,938,30,4116378.000000,49043055.000000,60942.904692,12949356.000000,59737.936768,7,12572846.000000,352,558
1,1,90,24,938,30,4116378.000000,49028710.000000,60942.904692,12939347.000000,59737.936768,7,12565626.000000,352,558
1,1,90,24,938,30,4116378.000000,48989278.000000,60942.904692,12956383.000000,59737.936768,7,12578932.000000,352,558
1,1,90,24,938,30,4116378.000000,49027190.000000,60942.904692,12944142.000000,59737.936768,7,12562931.000000,352,558
1,1,90,24,938,30,4116378.000000,49001642.000000,60942.904692,12935936.000000,59737.936768,7,12562715.000000,352,558
1,0,100,25,1062,30,4622133.000000,64618792.000000,66806.719761,11359524497.000000,64479.920236,201,11358955828.000000,7870112,630
1,0,100,25,1062,30,4622133.000000,62778744.000000,66806.719761,11344844818.000000,64479.920236,201,11344318103.000000,7870112,630
1,0,100,25,1062,30,4622133.000000,62954369.000000,66806.719761,11348714835.000000,64479.920236,201,11348203254.000000,7870112,630
1,0,100,25,1062,30,4622133.000000,63023469.000000,66806.719761,11332892222.000000,64479.920236,201,11332378966.000000,7870112,630
1,0,100,25,1062,30,4622133.000000,62892047.000000,66806.719761,11330455686.000000,64479.920236,201,11329932622.000000,7870112,630
1,0,100,25,1062,30,4622133.000000,62900155.000000,66806.719761,11334252433.000000,64479.920236,201,11333730319.000000,7870112,630
1,0,100,25,1062,30,4622133.000000,62900521.000000,66806.719761,11326220920.000000,64479.920236,201,11325704530.000000,7870112,630
1,0,100,25,1062,30,4622133.000000,62957540.000000,66806.719761,11325687172.000000,64479.920236,201,11325173823.000000,7870112,630
1,0,100,25,1062,30,4622133.000000,62975662.000000,66806.719761,11330241785.000000,64479.920236,201,11329728470.000000,7870112,630
1,0,100,25,1062,30,4622133.000000,63000134.000000,66806.719761,11340085664.000000,64479.920236,201,11339567602.000000,7870112,630
1,1,100,25,1062,30,4628563.000000,62989319.000000,66806.719761,18296957.000000,65744.984827,6,17864061.000000,469,630
1,1,100,25,1062,30,4628563.000000,62749115.000000,66806.719761,18296557.000000,65744.984827,6,17859772.000000,469,630
1,1,100,25,1062,30,4628563.000000,74249733.000000,66806.719761,18289347.000000,65744.984827,6,17867176.000000,469,630
1,1,100,25,1062,30,4628563.000000,62776406.000000,66806.719761,18337549.000000,65744.984827,6,17924078.000000,469,630
1,1,100,25,1062,30,4628563.000000,62760260.000000,66806.719761,18279866.000000,65744.984827,6,17868096.000000,469,630
1,1,100,25,1062,30,4628563.000000,62755890.000000,66806.719761,18266572.000000,65744.984827,6,17860121.000000,469,630
1,1,100,25,1062,30,4628563.000000,62740539.000000,66806.719761,18273717.000000,65744.984827,6,17856561.000000,469,630
1,1,100,25,1062,30,4628563.000000,62768156.000000,66806.719761,18271516.000000,65744.984827,6,17861761.000000,469,630
1,1,100,25,1062,30,4628563.000000,62745558.000000,66806.719761,18282371.000000,65744.984827,6,17873955.000000,469,630
1,1,100,25,1062,30,4628563.000000,62754473.000000,66806.719761,18278031.000000,65744.984827,6,17861275.000000,469,630
1,0,110,28,1188,30,5146267.000000,79551694.000000,68343.233641,16842207563.000000,66678.725113,183,16841603851.000000,11708484,703
1,0,110,28,1188,30,5146267.000000,78574919.000000,68343.233641,16828505540.000000,66678.725113,183,16827913849.000000,11708484,703
1,0,110,28,1188,30,5146267.000000,78376953.000000,68343.233641,16825316462.000000,66678.725113,183,16824723838.000000,11708484,703
1,0,110,28,1188,30,5146267.000000,78518061.000000,68343.233641,16827754501.000000,66678.725113,183,16827209798.000000,11708484,703
1,0,110,28,1188,30,5146267.000000,78536767.000000,68343.233641,16835816801.000000,66678.725113,183,16835271183.000000,11708484,703
1,0,110,28,1188,30,5146267.000000,78491655.000000,68343.233641,16823090175.000000,66678.725113,183,16822545602.000000,11708484,703
1,0,110,28,1188,30,5146267.000000,78442989.000000,68343.233641,16825077760.000000,66678.725113,183,16824531929.000000,11708484,703
1,0,110,28,1188,30,5146267.000000,78405494.000000,68343.233641,16832234809.000000,66678.725113,183,16831690476.000000,11708484,703
1,0,110,28,1188,30,5146267.000000,78583898.000000,68343.233641,16825382176.000000,66678.725113,183,16824838626.000000,11708484,703
1,0,110,28,1188,30,5146267.000000,78449102.000000,68343.233641,16839876505.000000,66678.725113,183,16839271110.000000,11708484,703
1,1,110,28,1188,30,5243420.000000,78296816.000000,68343.233641,19922947.000000,68035.207059,6,19428645.000000,479,703
1,1,110,28,1188,30,5243420.000000,78481522.000000,68343.233641,19907052.000000,68035.207059,6,19314427.000000,479,703
1,1,110,28,1188,30,5243420.000000,78656884.000000,68343.233641,19412904.000000,68035.207059,6,18948935.000000,479,703
1,1,110,28,1188,30,5243420.000000,78421195.000000,68343.233641,19354418.000000,68035.207059,6,18906677.000000,479,703
1,1,110,28,1188,30,5243420.000000,78452186.000000,68343.233641,19364388.000000,68035.207059,6,18913639.000000,479,703
1,1,110,28,1188,30,5243420.000000,78476527.000000,68343.233641,19342442.000000,68035.207059,6,18900417.000000,479,703
1,1,110,28,1188,30,5243420.000000,78415924.000000,68343.233641,19345002.000000,68035.207059,6,18903698.000000,479,703
1,1,110,28,1188,30,5243420.000000,78428999.000000,68343.233641,19810007.000000,68035.207059,6,19366373.000000,479,703
1,1,110,28,1188,30,5243420.000000,78420374.000000,68343.233641,19348747.000000,68035.207059,6,18904678.000000,479,703
1,1,110,28,1188,30,5243420.000000,78435409.000000,68343.233641,19358938.000000,68035.207059,6,18915623.000000,479,703
1,0,120,28,1254,30,5621303.000000,89471783.000000,74614.369044,16689242096.000000,72123.846183,214,16688601060.000000,11563580,747
1,0,120,28,1254,30,5621303.000000,87838831.000000,74614.369044,16651108728.000000,72123.846183,214,16650463697.000000,11563580,747
1,0,120,28,1254,30,5621303.000000,87749851.000000,74614.369044,16649252780.000000,72123.846183,214,16648681584.000000,11563580,747
1,0,120,28,1254,30,5621303.000000,87682939.000000,74614.369044,16649698928.000000,72123.846183,214,16649102886.000000,11563580,747
1,0,120,28,1254,30,5621303.000000,88329340.000000,74614.369044,16662923166.000000,72123.846183,214,16662334028.000000,11563580,747
1,0,120,28,1254,30,5621303.000000,87852406.000000,74614.369044,16660411268.000000,72123.846183,214,16659822899.000000,11563580,747
1,0,120,28,1254,30,5621303.000000,87801875.000000,74614.369044,16645745139.000000,72123.846183,214,16645168601.000000,11563580,747
1,0,120,28,1254,30,5621303.000000,87749527.000000,74614.369044,16651040795.000000,72123.846183,214,16650447393.000000,11563580,747
1,0,120,28,1254,30,5621303.000000,87734480.000000,74614.369044,16650645424.000000,72123.846183,214,16649980959.000000,11563580,747
1,0,120,28,1254,30,5621303.000000,87860218.000000,74614.369044,16645004557.000000,72123.846183,214,16644409046.000000,11563580,747
1,1,120,28,1254,30,5517364.000000,87594079.000000,74614.369044,14131880.000000,72692.745994,6,13629235.000000,399,747
1,1,120,28,1254,30,5517364.000000,97464693.000000,74614.369044,14298565.000000,72692.745994,6,13658705.000000,399,747
