opcion_greedy,opcion_busqueda,cant_gim,cant_gim_mismo_costo,cant_poke,cap_mochila,tiempo_armado_grafo,tiempo_greedy,distancia_camino_greedy,tiempo_busqueda,distancia_camino,cant_mejoras,tiempo_swap,vecinos_prom
1,0,10,1,60,30,209000.000000,153000.000000,66354.294110,20336000.000000,56035.192628,37,20253000.000000,46333
1,0,10,1,60,30,209000.000000,152000.000000,66354.294110,20049000.000000,56035.192628,37,19985000.000000,46333
1,0,10,1,60,30,209000.000000,151000.000000,66354.294110,19934000.000000,56035.192628,37,19882000.000000,46333
1,0,10,1,60,30,209000.000000,151000.000000,66354.294110,19791000.000000,56035.192628,37,19746000.000000,46333
1,0,10,1,60,30,209000.000000,148000.000000,66354.294110,21026000.000000,56035.192628,37,20967000.000000,46333
1,0,10,1,60,30,209000.000000,151000.000000,66354.294110,20619000.000000,56035.192628,37,20561000.000000,46333
1,0,10,1,60,30,209000.000000,151000.000000,66354.294110,19765000.000000,56035.192628,37,19713000.000000,46333
1,0,10,1,60,30,209000.000000,148000.000000,66354.294110,19756000.000000,56035.192628,37,19714000.000000,46333
1,0,10,1,60,30,209000.000000,147000.000000,66354.294110,19758000.000000,56035.192628,37,19714000.000000,46333
1,0,10,1,60,30,209000.000000,148000.000000,66354.294110,19764000.000000,56035.192628,37,19723000.000000,46333
1,1,10,1,60,30,210000.000000,153000.000000,66354.294110,88000.000000,66354.294110,0,39000.000000,1
1,1,10,1,60,30,210000.000000,149000.000000,66354.294110,77000.000000,66354.294110,0,38000.000000,1
1,1,10,1,60,30,210000.000000,147000.000000,66354.294110,75000.000000,66354.294110,0,38000.000000,1
1,1,10,1,60,30,210000.000000,147000.000000,66354.294110,75000.000000,66354.294110,0,38000.000000,1
1,1,10,1,60,30,210000.000000,146000.000000,66354.294110,75000.000000,66354.294110,0,38000.000000,1
1,1,10,1,60,30,210000.000000,145000.000000,66354.294110,74000.000000,66354.294110,0,38000.000000,1
1,1,10,1,60,30,210000.000000,146000.000000,66354.294110,76000.000000,66354.294110,0,37000.000000,1
1,1,10,1,60,30,210000.000000,147000.000000,66354.294110,75000.000000,66354.294110,0,38000.000000,1
1,1,10,1,60,30,210000.000000,146000.000000,66354.294110,75000.000000,66354.294110,0,38000.000000,1
1,1,10,1,60,30,210000.000000,146000.000000,66354.294110,74000.000000,66354.294110,0,38000.000000,1
1,0,10,2,47,30,172000.000000,101000.000000,62551.264590,3820000.000000,47645.876901,32,3781000.000000,9015
1,0,10,2,47,30,172000.000000,95000.000000,62551.264590,3823000.000000,47645.876901,32,3784000.000000,9015
1,0,10,2,47,30,172000.000000,95000.000000,62551.264590,3814000.000000,47645.876901,32,3780000.000000,9015
1,0,10,2,47,30,172000.000000,94000.000000,62551.264590,3814000.000000,47645.876901,32,3778000.000000,9015
