Aristas,Distancia,Gimnasios,Mochila,Nodos,Pokeparadas,Tiempo
5,5,2,8,5,3,1234
5,5,2,8,5,3,1245
5,5,2,8,5,3,1302
5,5,2,8,5,3,1335
5,5,2,8,5,3,1344
5,5,2,8,5,3,1319
5,5,2,8,5,3,1384
5,5,2,8,5,3,1305
5,5,2,8,5,3,1329
5,5,2,8,5,3,1274
5,5,2,8,5,3,1305
5,5,2,8,5,3,1282
5,5,2,8,5,3,1329
5,5,2,8,5,3,1441
5,5,2,8,5,3,1351
5,5,2,8,5,3,1324
5,5,2,8,5,3,1384
5,5,2,8,5,3,1363
5,5,2,8,5,3,1343
5,5,2,8,5,3,1320
5,5,2,8,5,3,1315
5,5,2,8,5,3,1713
5,5,2,8,5,3,1756
5,5,2,8,5,3,1631
5,5,2,8,5,3,1830
5,5,2,8,5,3,1694
5,5,2,8,5,3,1725
5,5,2,8,5,3,1288
5,5,2,8,5,3,1443
5,5,2,8,5,3,2169
5,5,2,8,5,3,1310
5,5,2,8,5,3,1261
5,5,2,8,5,3,1361
5,5,2,8,5,3,1285
5,5,2,8,5,3,1318
5,5,2,8,5,3,1281
5,5,2,8,5,3,1311
5,5,2,8,5,3,1354
5,5,2,8,5,3,1305
5,5,2,8,5,3,1233
5,5,2,8,5,3,1238
5,5,2,8,5,3,1223
5,5,2,8,5,3,2316
5,5,2,8,5,3,1689
5,5,2,8,5,3,1869
5,5,2,8,5,3,1771
5,5,2,8,5,3,1845
5,5,2,8,5,3,1789
5,5,2,8,5,3,1690
5,5,2,8,5,3,1719
5,5,2,8,5,3,1708
5,5,2,8,5,3,1677
5,5,2,8,5,3,1863
5,5,2,8,5,3,1945
5,5,2,8,5,3,1735
5,5,2,8,5,3,1702
5,5,2,8,5,3,1706
5,5,2,8,5,3,1756
5,5,2,8,5,3,1789
5,5,2,8,5,3,1755
5,5,2,8,5,3,1747
5,5,2,8,5,3,1748
5,5,2,8,5,3,1648
5,5,2,8,5,3,1752
5,5,2,8,5,3,1561
5,5,2,8,5,3,1694
5,5,2,8,5,3,1715
5,5,2,8,5,3,1666
5,5,2,8,5,3,1706
5,5,2,8,5,3,1728
5,5,2,8,5,3,1690
5,5,2,8,5,3,1655
5,5,2,8,5,3,1674
5,5,2,8,5,3,1670
5,5,2,8,5,3,1642
5,5,2,8,5,3,1751
5,5,2,8,5,3,1654
5,5,2,8,5,3,1712
5,5,2,8,5,3,1755
5,5,2,8,5,3,1700
5,5,2,8,5,3,1694
5,5,2,8,5,3,1682
5,5,2,8,5,3,1653
5,5,2,8,5,3,1657
5,5,2,8,5,3,1733
5,5,2,8,5,3,1711
5,5,2,8,5,3,1694
5,5,2,8,5,3,1721
5,5,2,8,5,3,1785
5,5,2,8,5,3,1656
5,5,2,8,5,3,1685
5,5,2,8,5,3,1779
5,5,2,8,5,3,1736
5,5,2,8,5,3,1232
5,5,2,8,5,3,1327
5,5,2,8,5,3,1342
5,5,2,8,5,3,1336
5,5,2,8,5,3,1313
5,5,2,8,5,3,1319
5,5,2,8,5,3,1337
5,5,2,8,5,3,1284
5,5,2,8,5,3,1368
5,5,2,8,5,3,1296
5,5,2,8,5,3,1324
5,5,2,8,5,3,1306
5,5,2,8,5,3,1233
5,5,2,8,5,3,1254
5,5,2,8,5,3,1327
5,5,2,8,5,3,1322
5,5,2,8,5,3,1268
5,5,2,8,5,3,1332
5,5,2,8,5,3,1329
5,5,2,8,5,3,1284
5,5,2,8,5,3,1283
5,5,2,8,5,3,1294
5,5,2,8,5,3,1274
5,5,2,8,5,3,1275
5,5,2,8,5,3,1266
5,5,2,8,5,3,1271
5,5,2,8,5,3,1285
5,5,2,8,5,3,1279
5,5,2,8,5,3,1311
5,5,2,8,5,3,1354
5,5,2,8,5,3,1425
5,5,2,8,5,3,1347
5,5,2,8,5,3,1228
5,5,2,8,5,3,1324
5,5,2,8,5,3,1285
5,5,2,8,5,3,1365
5,5,2,8,5,3,1377
5,5,2,8,5,3,1335
5,5,2,8,5,3,1513
5,5,2,8,5,3,1457
5,5,2,8,5,3,1986
5,5,2,8,5,3,2031
5,5,2,8,5,3,1689
5,5,2,8,5,3,1805
5,5,2,8,5,3,1626
5,5,2,8,5,3,1565
5,5,2,8,5,3,1533
5,5,2,8,5,3,1465
5,5,2,8,5,3,1540
5,5,2,8,5,3,1439
5,5,2,8,5,3,1552
5,5,2,8,5,3,1520
5,5,2,8,5,3,1378
5,5,2,8,5,3,1485
5,5,2,8,5,3,1471
5,5,2,8,5,3,1756
5,5,2,8,5,3,1789
5,5,2,8,5,3,1744
5,5,2,8,5,3,1819
5,5,2,8,5,3,1499
5,5,2,8,5,3,1446
5,5,2,8,5,3,1420
5,5,2,8,5,3,1472
5,5,2,8,5,3,1411
5,5,2,8,5,3,1510
5,5,2,8,5,3,1427
5,5,2,8,5,3,1543
5,5,2,8,5,3,1445
5,5,2,8,5,3,1505
5,5,2,8,5,3,1372
5,5,2,8,5,3,1458
5,5,2,8,5,3,1478
5,5,2,8,5,3,1522
5,5,2,8,5,3,1401
5,5,2,8,5,3,1514
5,5,2,8,5,3,1447
5,5,2,8,5,3,1495
5,5,2,8,5,3,1430
5,5,2,8,5,3,1523
5,5,2,8,5,3,1470
5,5,2,8,5,3,1473
5,5,2,8,5,3,1394
5,5,2,8,5,3,1455
5,5,2,8,5,3,1443
5,5,2,8,5,3,1552
5,5,2,8,5,3,1486
5,5,2,8,5,3,1487
5,5,2,8,5,3,1450
5,5,2,8,5,3,1440
5,5,2,8,5,3,1422
5,5,2,8,5,3,1402
5,5,2,8,5,3,1431
5,5,2,8,5,3,1518
5,5,2,8,5,3,1408
5,5,2,8,5,3,1502
5,5,2,8,5,3,1407
5,5,2,8,5,3,1436
5,5,2,8,5,3,1441
5,5,2,8,5,3,1435
5,5,2,8,5,3,1436
5,5,2,8,5,3,1491
5,5,2,8,5,3,1407
5,5,2,8,5,3,1442
5,5,2,8,5,3,1444
5,5,2,8,5,3,1462
5,5,2,8,5,3,1418
5,5,2,8,5,3,1394
5,5,2,8,5,3,1412
5,5,2,8,5,3,1479
5,5,2,8,5,3,1463
5,5,2,8,5,3,1409
5,5,2,8,5,3,1456
5,5,2,8,5,3,1478
5,5,2,8,5,3,1457
5,5,2,8,5,3,1492
5,5,2,8,5,3,1399
5,5,2,8,5,3,1471
5,5,2,8,5,3,1442
5,5,2,8,5,3,1430
5,5,2,8,5,3,1501
5,5,2,8,5,3,1500
5,5,2,8,5,3,1502
5,5,2,8,5,3,1458
5,5,2,8,5,3,1538
5,5,2,8,5,3,1577
5,5,2,8,5,3,1549
5,5,2,8,5,3,1735
5,5,2,8,5,3,1545
5,5,2,8,5,3,1707
5,5,2,8,5,3,2243
5,5,2,8,5,3,1448
5,5,2,8,5,3,2052
5,5,2,8,5,3,2150
5,5,2,8,5,3,2104
5,5,2,8,5,3,2166
5,5,2,8,5,3,1891
5,5,2,8,5,3,1873
5,5,2,8,5,3,1937
5,5,2,8,5,3,2182
5,5,2,8,5,3,1952
5,5,2,8,5,3,1969
5,5,2,8,5,3,1830
5,5,2,8,5,3,2370
5,5,2,8,5,3,1878
5,5,2,8,5,3,2031
5,5,2,8,5,3,1883
5,5,2,8,5,3,2210
5,5,2,8,5,3,2139
5,5,2,8,5,3,1744
5,5,2,8,5,3,2053
5,5,2,8,5,3,1638
5,5,2,8,5,3,1961
5,5,2,8,5,3,1976
5,5,2,8,5,3,2125
5,5,2,8,5,3,2000
5,5,2,8,5,3,1988
5,5,2,8,5,3,1899
5,5,2,8,5,3,1674
5,5,2,8,5,3,1768
5,5,2,8,5,3,1908
5,5,2,8,5,3,1693
5,5,2,8,5,3,1861
5,5,2,8,5,3,1965
5,5,2,8,5,3,1989
5,5,2,8,5,3,1707
5,5,2,8,5,3,1740
5,5,2,8,5,3,1785
5,5,2,8,5,3,1654
5,5,2,8,5,3,1402
5,5,2,8,5,3,1731
5,5,2,8,5,3,1472
5,5,2,8,5,3,1471
5,5,2,8,5,3,1564
5,5,2,8,5,3,1641
5,5,2,8,5,3,1604
5,5,2,8,5,3,1570
5,5,2,8,5,3,1721
5,5,2,8,5,3,1723
5,5,2,8,5,3,1831
5,5,2,8,5,3,1692
5,5,2,8,5,3,2162
5,5,2,8,5,3,1531
5,5,2,8,5,3,1544
5,5,2,8,5,3,1756
5,5,2,8,5,3,1677
5,5,2,8,5,3,1609
5,5,2,8,5,3,1585
5,5,2,8,5,3,1493
5,5,2,8,5,3,1688
5,5,2,8,5,3,1939
5,5,2,8,5,3,1710
5,5,2,8,5,3,1792
5,5,2,8,5,3,1882
5,5,2,8,5,3,1551
5,5,2,8,5,3,1779
5,5,2,8,5,3,1561
5,5,2,8,5,3,1544
5,5,2,8,5,3,1554
5,5,2,8,5,3,1627
5,5,2,8,5,3,1423
5,5,2,8,5,3,1708
5,5,2,8,5,3,1836
5,5,2,8,5,3,1618
5,5,2,8,5,3,2138
5,5,2,8,5,3,1957
5,5,2,8,5,3,2194
5,5,2,8,5,3,1792
5,5,2,8,5,3,1786
5,5,2,8,5,3,1762
5,5,2,8,5,3,2140
5,5,2,8,5,3,2305
5,5,2,8,5,3,1880
5,5,2,8,5,3,2197
5,5,2,8,5,3,2068
5,5,2,8,5,3,1198
5,5,2,8,5,3,1237
5,5,2,8,5,3,1328
5,5,2,8,5,3,1248
5,5,2,8,5,3,1254
5,5,2,8,5,3,1214
5,5,2,8,5,3,1280
5,5,2,8,5,3,1268
5,5,2,8,5,3,1302
5,5,2,8,5,3,1352
5,5,2,8,5,3,1264
5,5,2,8,5,3,1233
5,5,2,8,5,3,1317
5,5,2,8,5,3,1231
5,5,2,8,5,3,1226
5,5,2,8,5,3,1183
5,5,2,8,5,3,1217
5,5,2,8,5,3,1224
5,5,2,8,5,3,1216
5,5,2,8,5,3,1209
5,5,2,8,5,3,1219
5,5,2,8,5,3,1275
5,5,2,8,5,3,1213
5,5,2,8,5,3,1316
5,5,2,8,5,3,1505
5,5,2,8,5,3,1495
5,5,2,8,5,3,1553
5,5,2,8,5,3,1517
5,5,2,8,5,3,1802
5,5,2,8,5,3,1952
5,5,2,8,5,3,1753
5,5,2,8,5,3,1581
5,5,2,8,5,3,1898
5,5,2,8,5,3,1618
5,5,2,8,5,3,1817
5,5,2,8,5,3,1725
5,5,2,8,5,3,1584
5,5,2,8,5,3,1876
5,5,2,8,5,3,1756
5,5,2,8,5,3,1663
5,5,2,8,5,3,1601
5,5,2,8,5,3,1823
5,5,2,8,5,3,1335
5,5,2,8,5,3,1357
5,5,2,8,5,3,1330
5,5,2,8,5,3,1286
5,5,2,8,5,3,1408
5,5,2,8,5,3,1261
5,5,2,8,5,3,1263
5,5,2,8,5,3,1260
5,5,2,8,5,3,1295
5,5,2,8,5,3,1260
5,5,2,8,5,3,1240
5,5,2,8,5,3,1255
5,5,2,8,5,3,1246
5,5,2,8,5,3,1290
5,5,2,8,5,3,1300
5,5,2,8,5,3,1305
5,5,2,8,5,3,1288
5,5,2,8,5,3,1267
5,5,2,8,5,3,1254
5,5,2,8,5,3,1251
5,5,2,8,5,3,1233
5,5,2,8,5,3,1275
5,5,2,8,5,3,1289
5,5,2,8,5,3,1304
5,5,2,8,5,3,1239
5,5,2,8,5,3,1411
5,5,2,8,5,3,1305
5,5,2,8,5,3,1319
5,5,2,8,5,3,1275
5,5,2,8,5,3,1252
5,5,2,8,5,3,1246
5,5,2,8,5,3,1222
5,5,2,8,5,3,1293
5,5,2,8,5,3,1226
5,5,2,8,5,3,1240
5,5,2,8,5,3,1294
5,5,2,8,5,3,1302
5,5,2,8,5,3,1221
5,5,2,8,5,3,1219
5,5,2,8,5,3,1228
5,5,2,8,5,3,1258
5,5,2,8,5,3,1314
5,5,2,8,5,3,1324
5,5,2,8,5,3,1219
5,5,2,8,5,3,1232
5,5,2,8,5,3,1234
5,5,2,8,5,3,1240
5,5,2,8,5,3,1247
5,5,2,8,5,3,1270
5,5,2,8,5,3,1252
5,5,2,8,5,3,1259
5,5,2,8,5,3,1310
5,5,2,8,5,3,1256
5,5,2,8,5,3,1308
5,5,2,8,5,3,1329
5,5,2,8,5,3,1237
5,5,2,8,5,3,1303
5,5,2,8,5,3,1229
5,5,2,8,5,3,1235
5,5,2,8,5,3,1244
5,5,2,8,5,3,1288
5,5,2,8,5,3,1281
5,5,2,8,5,3,1249
5,5,2,8,5,3,1239
5,5,2,8,5,3,1249
5,5,2,8,5,3,1349
5,5,2,8,5,3,1236
5,5,2,8,5,3,1313
5,5,2,8,5,3,1255
5,5,2,8,5,3,1228
5,5,2,8,5,3,1265
5,5,2,8,5,3,1254
5,5,2,8,5,3,1257
5,5,2,8,5,3,1265
5,5,2,8,5,3,1258
5,5,2,8,5,3,1244
5,5,2,8,5,3,1414
5,5,2,8,5,3,1325
5,5,2,8,5,3,1298
5,5,2,8,5,3,1288
5,5,2,8,5,3,1257
5,5,2,8,5,3,1215
5,5,2,8,5,3,1222
5,5,2,8,5,3,1396
5,5,2,8,5,3,1272
5,5,2,8,5,3,1232
5,5,2,8,5,3,1240
5,5,2,8,5,3,1227
5,5,2,8,5,3,1411
5,5,2,8,5,3,1319
5,5,2,8,5,3,1231
5,5,2,8,5,3,1395
5,5,2,8,5,3,1279
5,5,2,8,5,3,1231
5,5,2,8,5,3,1240
5,5,2,8,5,3,1367
5,5,2,8,5,3,1230
5,5,2,8,5,3,1225
5,5,2,8,5,3,1258
5,5,2,8,5,3,1310
5,5,2,8,5,3,1224
5,5,2,8,5,3,1225
5,5,2,8,5,3,1243
5,5,2,8,5,3,1274
5,5,2,8,5,3,1252
5,5,2,8,5,3,1292
5,5,2,8,5,3,1372
5,5,2,8,5,3,1406
5,5,2,8,5,3,1310
5,5,2,8,5,3,1642
5,5,2,8,5,3,1369
5,5,2,8,5,3,1300
5,5,2,8,5,3,1257
5,5,2,8,5,3,1274
5,5,2,8,5,3,1346
5,5,2,8,5,3,1232
5,5,2,8,5,3,1235
5,5,2,8,5,3,1219
5,5,2,8,5,3,1216
5,5,2,8,5,3,1268
5,5,2,8,5,3,1259
5,5,2,8,5,3,1296
5,5,2,8,5,3,1226
5,5,2,8,5,3,1251
5,5,2,8,5,3,1285
5,5,2,8,5,3,1259
5,5,2,8,5,3,1213
5,5,2,8,5,3,1238
5,5,2,8,5,3,1226
5,5,2,8,5,3,1250
5,5,2,8,5,3,1290
5,5,2,8,5,3,1283
5,5,2,8,5,3,1314
5,5,2,8,5,3,1237
5,5,2,8,5,3,1241
5,5,2,8,5,3,1237
5,5,2,8,5,3,1296
5,5,2,8,5,3,1238
5,5,2,8,5,3,1308
5,5,2,8,5,3,1215
5,5,2,8,5,3,1239
5,5,2,8,5,3,1245
5,5,2,8,5,3,1228
5,5,2,8,5,3,1243
5,5,2,8,5,3,1269
5,5,2,8,5,3,1230
5,5,2,8,5,3,1222
5,5,2,8,5,3,1264
5,5,2,8,5,3,1219
5,5,2,8,5,3,1348
5,5,2,8,5,3,1256
5,5,2,8,5,3,1295
5,5,2,8,5,3,1242
5,5,2,8,5,3,1202
5,5,2,8,5,3,1216
5,5,2,8,5,3,1255
5,5,2,8,5,3,1333
5,5,2,8,5,3,1235
5,5,2,8,5,3,1294
5,5,2,8,5,3,1270
5,5,2,8,5,3,1222
5,5,2,8,5,3,1264
5,5,2,8,5,3,1273
5,5,2,8,5,3,1277
5,5,2,8,5,3,1298
5,5,2,8,5,3,1262
5,5,2,8,5,3,1226
5,5,2,8,5,3,1233
5,5,2,8,5,3,1388
5,5,2,8,5,3,1348
5,5,2,8,5,3,1243
5,5,2,8,5,3,1222
5,5,2,8,5,3,1254
5,5,2,8,5,3,1200
5,5,2,8,5,3,1221
5,5,2,8,5,3,1205
5,5,2,8,5,3,1285
5,5,2,8,5,3,1264
5,5,2,8,5,3,1221
5,5,2,8,5,3,1250
5,5,2,8,5,3,1252
5,5,2,8,5,3,1270
5,5,2,8,5,3,1281
5,5,2,8,5,3,1335
5,5,2,8,5,3,1223
5,5,2,8,5,3,1272
5,5,2,8,5,3,1264
5,5,2,8,5,3,1277
5,5,2,8,5,3,1231
5,5,2,8,5,3,1288
5,5,2,8,5,3,1300
5,5,2,8,5,3,1362
5,5,2,8,5,3,1325
5,5,2,8,5,3,1226
5,5,2,8,5,3,1257
5,5,2,8,5,3,1241
5,5,2,8,5,3,1282
5,5,2,8,5,3,1231
5,5,2,8,5,3,1249
5,5,2,8,5,3,1342
5,5,2,8,5,3,1263
5,5,2,8,5,3,1171
5,5,2,8,5,3,1238
5,5,2,8,5,3,1300
5,5,2,8,5,3,1263
5,5,2,8,5,3,1293
5,5,2,8,5,3,1279
5,5,2,8,5,3,1217
5,5,2,8,5,3,1204
5,5,2,8,5,3,1255
5,5,2,8,5,3,1237
5,5,2,8,5,3,1225
5,5,2,8,5,3,1256
5,5,2,8,5,3,1214
5,5,2,8,5,3,1261
5,5,2,8,5,3,1208
5,5,2,8,5,3,1202
5,5,2,8,5,3,1248
5,5,2,8,5,3,1193
5,5,2,8,5,3,1204
5,5,2,8,5,3,1278
5,5,2,8,5,3,1222
5,5,2,8,5,3,1227
5,5,2,8,5,3,1232
5,5,2,8,5,3,1220
5,5,2,8,5,3,1234
5,5,2,8,5,3,1181
5,5,2,8,5,3,1204
5,5,2,8,5,3,1212
5,5,2,8,5,3,1225
5,5,2,8,5,3,1230
5,5,2,8,5,3,1269
5,5,2,8,5,3,1240
5,5,2,8,5,3,1291
5,5,2,8,5,3,1226
5,5,2,8,5,3,1280
5,5,2,8,5,3,1210
5,5,2,8,5,3,1271
5,5,2,8,5,3,1233
5,5,2,8,5,3,1215
5,5,2,8,5,3,1315
5,5,2,8,5,3,1220
5,5,2,8,5,3,1237
5,5,2,8,5,3,1266
5,5,2,8,5,3,1236
5,5,2,8,5,3,1261
5,5,2,8,5,3,1278
5,5,2,8,5,3,1274
5,5,2,8,5,3,1206
5,5,2,8,5,3,1323
5,5,2,8,5,3,1195
5,5,2,8,5,3,1223
5,5,2,8,5,3,1200
5,5,2,8,5,3,1226
5,5,2,8,5,3,1217
5,5,2,8,5,3,1251
5,5,2,8,5,3,1215
5,5,2,8,5,3,1310
5,5,2,8,5,3,1302
5,5,2,8,5,3,1259
5,5,2,8,5,3,1237
5,5,2,8,5,3,1238
5,5,2,8,5,3,1313
5,5,2,8,5,3,1288
5,5,2,8,5,3,1229
5,5,2,8,5,3,1246
5,5,2,8,5,3,1248
5,5,2,8,5,3,1235
5,5,2,8,5,3,1282
5,5,2,8,5,3,1243
5,5,2,8,5,3,1220
5,5,2,8,5,3,1250
5,5,2,8,5,3,1347
5,5,2,8,5,3,1242
5,5,2,8,5,3,1239
5,5,2,8,5,3,1257
5,5,2,8,5,3,1225
5,5,2,8,5,3,1270
5,5,2,8,5,3,1348
5,5,2,8,5,3,1221
5,5,2,8,5,3,1263
5,5,2,8,5,3,1237
5,5,2,8,5,3,1212
5,5,2,8,5,3,1255
5,5,2,8,5,3,1264
5,5,2,8,5,3,1209
5,5,2,8,5,3,1191
5,5,2,8,5,3,1241
5,5,2,8,5,3,1250
5,5,2,8,5,3,1321
5,5,2,8,5,3,1244
5,5,2,8,5,3,1273
5,5,2,8,5,3,1215
5,5,2,8,5,3,1247
5,5,2,8,5,3,1271
5,5,2,8,5,3,1249
5,5,2,8,5,3,1243
5,5,2,8,5,3,1261
5,5,2,8,5,3,1214
5,5,2,8,5,3,1234
5,5,2,8,5,3,1340
5,5,2,8,5,3,1304
5,5,2,8,5,3,1238
5,5,2,8,5,3,1341
5,5,2,8,5,3,1203
5,5,2,8,5,3,1255
5,5,2,8,5,3,1282
5,5,2,8,5,3,1237
5,5,2,8,5,3,1242
5,5,2,8,5,3,1339
5,5,2,8,5,3,1320
5,5,2,8,5,3,1289
5,5,2,8,5,3,1285
5,5,2,8,5,3,1261
5,5,2,8,5,3,1281
5,5,2,8,5,3,2308
5,5,2,8,5,3,1670
5,5,2,8,5,3,2011
5,5,2,8,5,3,1807
5,5,2,8,5,3,1860
5,5,2,8,5,3,1757
5,5,2,8,5,3,1579
5,5,2,8,5,3,1610
5,5,2,8,5,3,1619
5,5,2,8,5,3,1672
5,5,2,8,5,3,1740
5,5,2,8,5,3,1618
5,5,2,8,5,3,2028
5,5,2,8,5,3,2018
5,5,2,8,5,3,1570
5,5,2,8,5,3,1751
5,5,2,8,5,3,2152
5,5,2,8,5,3,2035
5,5,2,8,5,3,1699
5,5,2,8,5,3,2073
5,5,2,8,5,3,1634
5,5,2,8,5,3,2009
5,5,2,8,5,3,1759
5,5,2,8,5,3,1731
5,5,2,8,5,3,2017
5,5,2,8,5,3,2088
5,5,2,8,5,3,2034
5,5,2,8,5,3,1751
5,5,2,8,5,3,2078
5,5,2,8,5,3,1747
5,5,2,8,5,3,2024
5,5,2,8,5,3,1687
5,5,2,8,5,3,1446
5,5,2,8,5,3,1459
5,5,2,8,5,3,1883
5,5,2,8,5,3,2094
5,5,2,8,5,3,1777
5,5,2,8,5,3,2120
5,5,2,8,5,3,2011
5,5,2,8,5,3,1968
5,5,2,8,5,3,2123
5,5,2,8,5,3,1738
5,5,2,8,5,3,1989
5,5,2,8,5,3,2117
5,5,2,8,5,3,1746
5,5,2,8,5,3,2010
5,5,2,8,5,3,2074
5,5,2,8,5,3,1669
5,5,2,8,5,3,1674
5,5,2,8,5,3,2072
5,5,2,8,5,3,2013
5,5,2,8,5,3,1999
5,5,2,8,5,3,2017
5,5,2,8,5,3,1666
5,5,2,8,5,3,1393
5,5,2,8,5,3,1251
5,5,2,8,5,3,1220
5,5,2,8,5,3,1288
5,5,2,8,5,3,1269
5,5,2,8,5,3,1281
5,5,2,8,5,3,1246
5,5,2,8,5,3,1221
5,5,2,8,5,3,1259
5,5,2,8,5,3,1729
5,5,2,8,5,3,1607
5,5,2,8,5,3,1869
5,5,2,8,5,3,1896
5,5,2,8,5,3,1706
5,5,2,8,5,3,1685
5,5,2,8,5,3,2101
5,5,2,8,5,3,1278
5,5,2,8,5,3,1294
5,5,2,8,5,3,1219
5,5,2,8,5,3,1253
