Aristas,Distancia,Gimnasios,Mochila,Nodos,Pokeparadas,Tiempo
14,16,4,14,14,10,3240
14,16,4,14,14,10,3311
14,16,4,14,14,10,3251
14,16,4,14,14,10,3231
14,16,4,14,14,10,3241
14,16,4,14,14,10,3191
14,16,4,14,14,10,3159
14,16,4,14,14,10,3209
14,16,4,14,14,10,3249
14,16,4,14,14,10,3279
14,16,4,14,14,10,3230
14,16,4,14,14,10,3269
14,16,4,14,14,10,3228
14,16,4,14,14,10,3219
14,16,4,14,14,10,3167
14,16,4,14,14,10,3209
14,16,4,14,14,10,3258
14,16,4,14,14,10,3284
14,16,4,14,14,10,3193
14,16,4,14,14,10,3197
14,16,4,14,14,10,3227
14,16,4,14,14,10,3236
14,16,4,14,14,10,3182
14,16,4,14,14,10,3220
14,16,4,14,14,10,3239
14,16,4,14,14,10,3233
14,16,4,14,14,10,3262
14,16,4,14,14,10,3227
14,16,4,14,14,10,4330
14,16,4,14,14,10,3627
14,16,4,14,14,10,3390
14,16,4,14,14,10,3398
14,16,4,14,14,10,3379
14,16,4,14,14,10,3315
14,16,4,14,14,10,3299
14,16,4,14,14,10,3309
14,16,4,14,14,10,3231
14,16,4,14,14,10,3351
14,16,4,14,14,10,3222
14,16,4,14,14,10,3304
14,16,4,14,14,10,3331
14,16,4,14,14,10,3252
14,16,4,14,14,10,3200
14,16,4,14,14,10,3341
14,16,4,14,14,10,3205
14,16,4,14,14,10,3213
14,16,4,14,14,10,3305
14,16,4,14,14,10,3163
14,16,4,14,14,10,3205
14,16,4,14,14,10,3186
14,16,4,14,14,10,3266
14,16,4,14,14,10,3284
14,16,4,14,14,10,3209
14,16,4,14,14,10,3321
14,16,4,14,14,10,3195
14,16,4,14,14,10,3300
14,16,4,14,14,10,3244
14,16,4,14,14,10,3225
14,16,4,14,14,10,3817
14,16,4,14,14,10,4559
14,16,4,14,14,10,3598
14,16,4,14,14,10,4202
14,16,4,14,14,10,3719
14,16,4,14,14,10,3912
14,16,4,14,14,10,3474
14,16,4,14,14,10,3231
14,16,4,14,14,10,3218
14,16,4,14,14,10,3120
14,16,4,14,14,10,3155
14,16,4,14,14,10,3184
14,16,4,14,14,10,3171
14,16,4,14,14,10,3251
14,16,4,14,14,10,3163
14,16,4,14,14,10,3165
14,16,4,14,14,10,3134
14,16,4,14,14,10,3147
14,16,4,14,14,10,3202
14,16,4,14,14,10,3169
14,16,4,14,14,10,3129
14,16,4,14,14,10,3126
14,16,4,14,14,10,3306
14,16,4,14,14,10,3149
14,16,4,14,14,10,3271
14,16,4,14,14,10,3161
14,16,4,14,14,10,3102
14,16,4,14,14,10,3260
14,16,4,14,14,10,3176
14,16,4,14,14,10,3116
14,16,4,14,14,10,3241
14,16,4,14,14,10,3233
14,16,4,14,14,10,3204
14,16,4,14,14,10,3151
14,16,4,14,14,10,3222
14,16,4,14,14,10,3247
14,16,4,14,14,10,3256
14,16,4,14,14,10,3223
14,16,4,14,14,10,3196
14,16,4,14,14,10,3321
14,16,4,14,14,10,3198
14,16,4,14,14,10,3216
14,16,4,14,14,10,3259
14,16,4,14,14,10,3224
14,16,4,14,14,10,3202
14,16,4,14,14,10,3214
14,16,4,14,14,10,3212
14,16,4,14,14,10,3195
14,16,4,14,14,10,3289
14,16,4,14,14,10,3164
14,16,4,14,14,10,3197
14,16,4,14,14,10,3312
14,16,4,14,14,10,3185
14,16,4,14,14,10,3222
14,16,4,14,14,10,3305
14,16,4,14,14,10,3209
14,16,4,14,14,10,3185
14,16,4,14,14,10,3217
14,16,4,14,14,10,3184
14,16,4,14,14,10,3178
14,16,4,14,14,10,3103
14,16,4,14,14,10,3252
14,16,4,14,14,10,3138
14,16,4,14,14,10,3151
14,16,4,14,14,10,3146
14,16,4,14,14,10,3167
14,16,4,14,14,10,4191
14,16,4,14,14,10,3297
14,16,4,14,14,10,3226
14,16,4,14,14,10,3227
14,16,4,14,14,10,3215
14,16,4,14,14,10,3200
14,16,4,14,14,10,3197
14,16,4,14,14,10,3348
14,16,4,14,14,10,3160
14,16,4,14,14,10,3154
14,16,4,14,14,10,3215
14,16,4,14,14,10,3213
14,16,4,14,14,10,3247
14,16,4,14,14,10,3228
14,16,4,14,14,10,3191
14,16,4,14,14,10,3197
14,16,4,14,14,10,3210
14,16,4,14,14,10,3319
14,16,4,14,14,10,3210
14,16,4,14,14,10,3229
14,16,4,14,14,10,3236
14,16,4,14,14,10,3179
14,16,4,14,14,10,3185
14,16,4,14,14,10,3222
14,16,4,14,14,10,3195
14,16,4,14,14,10,3243
14,16,4,14,14,10,3240
14,16,4,14,14,10,3189
14,16,4,14,14,10,3217
14,16,4,14,14,10,3176
14,16,4,14,14,10,3214
14,16,4,14,14,10,3198
14,16,4,14,14,10,3291
14,16,4,14,14,10,3195
14,16,4,14,14,10,3267
14,16,4,14,14,10,3318
14,16,4,14,14,10,3223
14,16,4,14,14,10,3168
14,16,4,14,14,10,3333
14,16,4,14,14,10,3175
14,16,4,14,14,10,3158
14,16,4,14,14,10,3316
14,16,4,14,14,10,3172
14,16,4,14,14,10,3224
14,16,4,14,14,10,3161
14,16,4,14,14,10,3189
14,16,4,14,14,10,3188
14,16,4,14,14,10,3114
14,16,4,14,14,10,3186
14,16,4,14,14,10,3261
14,16,4,14,14,10,3256
14,16,4,14,14,10,3446
14,16,4,14,14,10,3232
14,16,4,14,14,10,3247
14,16,4,14,14,10,3227
14,16,4,14,14,10,3229
14,16,4,14,14,10,3215
14,16,4,14,14,10,3253
14,16,4,14,14,10,3359
14,16,4,14,14,10,3238
14,16,4,14,14,10,3259
14,16,4,14,14,10,3245
14,16,4,14,14,10,3181
14,16,4,14,14,10,3405
14,16,4,14,14,10,3405
14,16,4,14,14,10,3168
14,16,4,14,14,10,3161
14,16,4,14,14,10,3190
14,16,4,14,14,10,3116
14,16,4,14,14,10,3131
14,16,4,14,14,10,3143
14,16,4,14,14,10,3123
14,16,4,14,14,10,3183
14,16,4,14,14,10,3196
14,16,4,14,14,10,3149
14,16,4,14,14,10,3134
14,16,4,14,14,10,3139
14,16,4,14,14,10,3150
14,16,4,14,14,10,3147
14,16,4,14,14,10,3163
14,16,4,14,14,10,3155
14,16,4,14,14,10,3176
14,16,4,14,14,10,3167
14,16,4,14,14,10,3154
14,16,4,14,14,10,3177
14,16,4,14,14,10,3218
14,16,4,14,14,10,3181
14,16,4,14,14,10,3193
14,16,4,14,14,10,3198
14,16,4,14,14,10,3283
14,16,4,14,14,10,3173
14,16,4,14,14,10,3199
14,16,4,14,14,10,3175
14,16,4,14,14,10,3271
14,16,4,14,14,10,3197
14,16,4,14,14,10,3150
14,16,4,14,14,10,3206
14,16,4,14,14,10,3149
14,16,4,14,14,10,3183
14,16,4,14,14,10,3208
14,16,4,14,14,10,3172
14,16,4,14,14,10,3157
14,16,4,14,14,10,3150
14,16,4,14,14,10,3185
14,16,4,14,14,10,3151
14,16,4,14,14,10,3322
14,16,4,14,14,10,3229
14,16,4,14,14,10,3180
14,16,4,14,14,10,3202
14,16,4,14,14,10,3193
14,16,4,14,14,10,3182
14,16,4,14,14,10,3190
14,16,4,14,14,10,3191
14,16,4,14,14,10,3188
14,16,4,14,14,10,3169
14,16,4,14,14,10,3190
14,16,4,14,14,10,3182
14,16,4,14,14,10,3141
14,16,4,14,14,10,3181
14,16,4,14,14,10,3209
14,16,4,14,14,10,3181
14,16,4,14,14,10,3253
14,16,4,14,14,10,3180
14,16,4,14,14,10,3321
14,16,4,14,14,10,3159
14,16,4,14,14,10,3179
14,16,4,14,14,10,3188
14,16,4,14,14,10,3149
14,16,4,14,14,10,3190
14,16,4,14,14,10,3171
14,16,4,14,14,10,3172
14,16,4,14,14,10,3184
14,16,4,14,14,10,3167
14,16,4,14,14,10,3172
14,16,4,14,14,10,3185
14,16,4,14,14,10,3168
14,16,4,14,14,10,3230
14,16,4,14,14,10,3187
14,16,4,14,14,10,3166
14,16,4,14,14,10,3211
14,16,4,14,14,10,3127
14,16,4,14,14,10,3193
14,16,4,14,14,10,3291
14,16,4,14,14,10,3171
14,16,4,14,14,10,3149
14,16,4,14,14,10,3197
14,16,4,14,14,10,3181
14,16,4,14,14,10,3318
14,16,4,14,14,10,14786
14,16,4,14,14,10,5002
14,16,4,14,14,10,4545
14,16,4,14,14,10,4007
14,16,4,14,14,10,3879
14,16,4,14,14,10,3858
14,16,4,14,14,10,3935
14,16,4,14,14,10,4003
14,16,4,14,14,10,3862
14,16,4,14,14,10,3852
14,16,4,14,14,10,4003
14,16,4,14,14,10,3884
14,16,4,14,14,10,3864
14,16,4,14,14,10,3873
14,16,4,14,14,10,3849
14,16,4,14,14,10,3803
14,16,4,14,14,10,3633
14,16,4,14,14,10,3740
14,16,4,14,14,10,3689
14,16,4,14,14,10,3645
14,16,4,14,14,10,3688
14,16,4,14,14,10,3913
14,16,4,14,14,10,3776
14,16,4,14,14,10,3875
14,16,4,14,14,10,3989
14,16,4,14,14,10,3865
14,16,4,14,14,10,3742
14,16,4,14,14,10,3848
14,16,4,14,14,10,3781
14,16,4,14,14,10,3729
14,16,4,14,14,10,3763
14,16,4,14,14,10,3751
14,16,4,14,14,10,3698
14,16,4,14,14,10,3750
14,16,4,14,14,10,3701
14,16,4,14,14,10,3701
14,16,4,14,14,10,3761
14,16,4,14,14,10,3794
14,16,4,14,14,10,3910
14,16,4,14,14,10,3752
14,16,4,14,14,10,3691
14,16,4,14,14,10,3855
14,16,4,14,14,10,3886
14,16,4,14,14,10,3757
14,16,4,14,14,10,3705
14,16,4,14,14,10,3877
14,16,4,14,14,10,3837
14,16,4,14,14,10,3854
14,16,4,14,14,10,3667
14,16,4,14,14,10,3844
14,16,4,14,14,10,3668
14,16,4,14,14,10,3664
14,16,4,14,14,10,3639
14,16,4,14,14,10,3833
14,16,4,14,14,10,3708
14,16,4,14,14,10,3796
14,16,4,14,14,10,3721
14,16,4,14,14,10,3750
14,16,4,14,14,10,3730
14,16,4,14,14,10,3756
14,16,4,14,14,10,3746
14,16,4,14,14,10,3746
14,16,4,14,14,10,3793
14,16,4,14,14,10,3632
14,16,4,14,14,10,3800
14,16,4,14,14,10,3652
14,16,4,14,14,10,3796
14,16,4,14,14,10,3761
14,16,4,14,14,10,3684
14,16,4,14,14,10,3700
14,16,4,14,14,10,3783
14,16,4,14,14,10,3755
14,16,4,14,14,10,3907
14,16,4,14,14,10,4052
14,16,4,14,14,10,3848
14,16,4,14,14,10,3689
14,16,4,14,14,10,3664
14,16,4,14,14,10,3666
14,16,4,14,14,10,3769
14,16,4,14,14,10,3704
14,16,4,14,14,10,3644
14,16,4,14,14,10,3725
14,16,4,14,14,10,3692
14,16,4,14,14,10,3860
14,16,4,14,14,10,3719
14,16,4,14,14,10,3688
14,16,4,14,14,10,3648
14,16,4,14,14,10,3651
14,16,4,14,14,10,3653
14,16,4,14,14,10,3699
14,16,4,14,14,10,3661
14,16,4,14,14,10,3808
14,16,4,14,14,10,3720
14,16,4,14,14,10,3637
14,16,4,14,14,10,3647
14,16,4,14,14,10,3720
14,16,4,14,14,10,3669
14,16,4,14,14,10,3806
14,16,4,14,14,10,3669
14,16,4,14,14,10,3680
14,16,4,14,14,10,3801
14,16,4,14,14,10,3653
14,16,4,14,14,10,3706
14,16,4,14,14,10,3600
14,16,4,14,14,10,3602
14,16,4,14,14,10,3655
14,16,4,14,14,10,3676
14,16,4,14,14,10,3654
14,16,4,14,14,10,3709
14,16,4,14,14,10,3646
14,16,4,14,14,10,3669
14,16,4,14,14,10,3799
14,16,4,14,14,10,3693
14,16,4,14,14,10,3593
14,16,4,14,14,10,3645
14,16,4,14,14,10,3707
14,16,4,14,14,10,3633
14,16,4,14,14,10,3637
14,16,4,14,14,10,3700
14,16,4,14,14,10,3691
14,16,4,14,14,10,3568
14,16,4,14,14,10,3591
14,16,4,14,14,10,3599
14,16,4,14,14,10,3646
14,16,4,14,14,10,3605
14,16,4,14,14,10,3641
14,16,4,14,14,10,3606
14,16,4,14,14,10,3585
14,16,4,14,14,10,3663
14,16,4,14,14,10,3694
14,16,4,14,14,10,3598
14,16,4,14,14,10,3669
14,16,4,14,14,10,3794
14,16,4,14,14,10,3751
14,16,4,14,14,10,3655
14,16,4,14,14,10,3669
14,16,4,14,14,10,3717
14,16,4,14,14,10,4891
14,16,4,14,14,10,4032
14,16,4,14,14,10,3752
14,16,4,14,14,10,3955
14,16,4,14,14,10,3614
14,16,4,14,14,10,3705
14,16,4,14,14,10,4065
14,16,4,14,14,10,3929
14,16,4,14,14,10,4079
14,16,4,14,14,10,4000
14,16,4,14,14,10,4265
14,16,4,14,14,10,4487
14,16,4,14,14,10,3324
14,16,4,14,14,10,3232
14,16,4,14,14,10,3485
14,16,4,14,14,10,3244
14,16,4,14,14,10,3505
14,16,4,14,14,10,3899
14,16,4,14,14,10,3761
14,16,4,14,14,10,3869
14,16,4,14,14,10,3803
14,16,4,14,14,10,3861
14,16,4,14,14,10,4351
14,16,4,14,14,10,7331
14,16,4,14,14,10,4271
14,16,4,14,14,10,3854
14,16,4,14,14,10,3390
14,16,4,14,14,10,3662
14,16,4,14,14,10,3645
14,16,4,14,14,10,3803
14,16,4,14,14,10,14210
14,16,4,14,14,10,5283
14,16,4,14,14,10,4245
14,16,4,14,14,10,4174
14,16,4,14,14,10,3776
14,16,4,14,14,10,3744
14,16,4,14,14,10,3888
14,16,4,14,14,10,3755
14,16,4,14,14,10,3724
14,16,4,14,14,10,4069
14,16,4,14,14,10,4053
14,16,4,14,14,10,3782
14,16,4,14,14,10,4290
14,16,4,14,14,10,4301
14,16,4,14,14,10,4323
14,16,4,14,14,10,4670
14,16,4,14,14,10,4384
14,16,4,14,14,10,4237
14,16,4,14,14,10,4413
14,16,4,14,14,10,3854
14,16,4,14,14,10,4125
14,16,4,14,14,10,4203
14,16,4,14,14,10,4282
14,16,4,14,14,10,4256
14,16,4,14,14,10,4222
14,16,4,14,14,10,4125
14,16,4,14,14,10,4157
14,16,4,14,14,10,4141
14,16,4,14,14,10,4083
14,16,4,14,14,10,4292
14,16,4,14,14,10,3774
14,16,4,14,14,10,4197
14,16,4,14,14,10,4159
14,16,4,14,14,10,4115
14,16,4,14,14,10,3595
14,16,4,14,14,10,4191
14,16,4,14,14,10,4011
14,16,4,14,14,10,4095
14,16,4,14,14,10,4037
14,16,4,14,14,10,4245
14,16,4,14,14,10,4090
14,16,4,14,14,10,4127
14,16,4,14,14,10,3272
14,16,4,14,14,10,3145
14,16,4,14,14,10,5483
14,16,4,14,14,10,3965
14,16,4,14,14,10,4124
14,16,4,14,14,10,3391
14,16,4,14,14,10,3374
14,16,4,14,14,10,3260
14,16,4,14,14,10,3311
14,16,4,14,14,10,3314
14,16,4,14,14,10,3366
14,16,4,14,14,10,3843
14,16,4,14,14,10,4356
14,16,4,14,14,10,4230
14,16,4,14,14,10,4188
14,16,4,14,14,10,4392
14,16,4,14,14,10,4251
14,16,4,14,14,10,4584
14,16,4,14,14,10,4431
14,16,4,14,14,10,4161
14,16,4,14,14,10,4135
14,16,4,14,14,10,4308
14,16,4,14,14,10,4221
14,16,4,14,14,10,4139
14,16,4,14,14,10,4122
14,16,4,14,14,10,4108
14,16,4,14,14,10,4144
14,16,4,14,14,10,4566
14,16,4,14,14,10,3995
14,16,4,14,14,10,3990
14,16,4,14,14,10,3830
14,16,4,14,14,10,3992
14,16,4,14,14,10,4275
14,16,4,14,14,10,3683
14,16,4,14,14,10,4357
14,16,4,14,14,10,4424
14,16,4,14,14,10,4086
14,16,4,14,14,10,4469
14,16,4,14,14,10,4077
14,16,4,14,14,10,4082
14,16,4,14,14,10,4124
20,23,5,17,20,15,10572
20,23,5,17,20,15,7527
20,23,5,17,20,15,6289
20,23,5,17,20,15,5917
20,23,5,17,20,15,5735
20,23,5,17,20,15,5549
20,23,5,17,20,15,5583
20,23,5,17,20,15,5518
20,23,5,17,20,15,5481
20,23,5,17,20,15,5419
20,23,5,17,20,15,5475
20,23,5,17,20,15,5461
20,23,5,17,20,15,5414
20,23,5,17,20,15,7643
20,23,5,17,20,15,5009
20,23,5,17,20,15,4730
20,23,5,17,20,15,4777
20,23,5,17,20,15,4659
20,23,5,17,20,15,4648
20,23,5,17,20,15,4701
20,23,5,17,20,15,4667
20,23,5,17,20,15,4687
20,23,5,17,20,15,4689
20,23,5,17,20,15,4610
20,23,5,17,20,15,4623
20,23,5,17,20,15,4649
20,23,5,17,20,15,4670
20,23,5,17,20,15,4599
20,23,5,17,20,15,4633
20,23,5,17,20,15,4621
20,23,5,17,20,15,4599
20,23,5,17,20,15,4610
20,23,5,17,20,15,4644
20,23,5,17,20,15,4615
20,23,5,17,20,15,4699
20,23,5,17,20,15,4667
20,23,5,17,20,15,4624
20,23,5,17,20,15,4620
20,23,5,17,20,15,4614
20,23,5,17,20,15,4632
20,23,5,17,20,15,4636
20,23,5,17,20,15,4625
20,23,5,17,20,15,4705
20,23,5,17,20,15,4680
20,23,5,17,20,15,4661
20,23,5,17,20,15,4630
20,23,5,17,20,15,4631
20,23,5,17,20,15,4654
20,23,5,17,20,15,4661
20,23,5,17,20,15,4626
20,23,5,17,20,15,4619
20,23,5,17,20,15,4627
20,23,5,17,20,15,4663
20,23,5,17,20,15,4674
20,23,5,17,20,15,4737
20,23,5,17,20,15,4639
20,23,5,17,20,15,4659
20,23,5,17,20,15,4649
20,23,5,17,20,15,4656
20,23,5,17,20,15,4659
20,23,5,17,20,15,4676
20,23,5,17,20,15,4628
20,23,5,17,20,15,4622
20,23,5,17,20,15,4699
20,23,5,17,20,15,4657
20,23,5,17,20,15,4628
20,23,5,17,20,15,4637
20,23,5,17,20,15,4649
20,23,5,17,20,15,4652
20,23,5,17,20,15,4646
20,23,5,17,20,15,4637
20,23,5,17,20,15,4609
20,23,5,17,20,15,4621
20,23,5,17,20,15,4634
20,23,5,17,20,15,4623
20,23,5,17,20,15,4605
20,23,5,17,20,15,4660
20,23,5,17,20,15,4640
20,23,5,17,20,15,4665
20,23,5,17,20,15,4671
20,23,5,17,20,15,4675
20,23,5,17,20,15,4626
20,23,5,17,20,15,4645
20,23,5,17,20,15,4658
20,23,5,17,20,15,4629
20,23,5,17,20,15,4595
20,23,5,17,20,15,4631
20,23,5,17,20,15,4629
20,23,5,17,20,15,4625
20,23,5,17,20,15,4618
20,23,5,17,20,15,4628
20,23,5,17,20,15,4650
20,23,5,17,20,15,4624
20,23,5,17,20,15,4625
20,23,5,17,20,15,4715
20,23,5,17,20,15,4616
20,23,5,17,20,15,4644
20,23,5,17,20,15,4632
20,23,5,17,20,15,4637
20,23,5,17,20,15,4602
20,23,5,17,20,15,4571
20,23,5,17,20,15,4601
20,23,5,17,20,15,4591
20,23,5,17,20,15,4599
20,23,5,17,20,15,4580
20,23,5,17,20,15,4608
20,23,5,17,20,15,4598
20,23,5,17,20,15,4575
20,23,5,17,20,15,4638
20,23,5,17,20,15,4625
20,23,5,17,20,15,4590
20,23,5,17,20,15,4650
20,23,5,17,20,15,4598
20,23,5,17,20,15,4550
20,23,5,17,20,15,4571
20,23,5,17,20,15,4569
20,23,5,17,20,15,4610
20,23,5,17,20,15,4608
20,23,5,17,20,15,4616
20,23,5,17,20,15,4592
20,23,5,17,20,15,4659
20,23,5,17,20,15,4570
20,23,5,17,20,15,4598
20,23,5,17,20,15,4611
20,23,5,17,20,15,4622
20,23,5,17,20,15,4589
20,23,5,17,20,15,4616
20,23,5,17,20,15,4599
20,23,5,17,20,15,4607
20,23,5,17,20,15,4577
20,23,5,17,20,15,4578
20,23,5,17,20,15,4606
20,23,5,17,20,15,4595
20,23,5,17,20,15,4629
20,23,5,17,20,15,4591
20,23,5,17,20,15,4594
20,23,5,17,20,15,4594
20,23,5,17,20,15,4577
20,23,5,17,20,15,4614
20,23,5,17,20,15,4654
20,23,5,17,20,15,4647
20,23,5,17,20,15,4615
20,23,5,17,20,15,4601
20,23,5,17,20,15,4590
20,23,5,17,20,15,4618
20,23,5,17,20,15,4711
20,23,5,17,20,15,4542
20,23,5,17,20,15,4658
20,23,5,17,20,15,4691
20,23,5,17,20,15,4699
20,23,5,17,20,15,4614
20,23,5,17,20,15,4634
20,23,5,17,20,15,4609
20,23,5,17,20,15,4593
20,23,5,17,20,15,4579
20,23,5,17,20,15,4597
20,23,5,17,20,15,4580
20,23,5,17,20,15,4589
20,23,5,17,20,15,4581
20,23,5,17,20,15,4615
20,23,5,17,20,15,4575
20,23,5,17,20,15,4568
20,23,5,17,20,15,4560
20,23,5,17,20,15,4669
20,23,5,17,20,15,4623
20,23,5,17,20,15,4587
20,23,5,17,20,15,4575
20,23,5,17,20,15,4600
20,23,5,17,20,15,4592
20,23,5,17,20,15,4642
20,23,5,17,20,15,4593
20,23,5,17,20,15,4588
20,23,5,17,20,15,4683
20,23,5,17,20,15,4634
20,23,5,17,20,15,4647
20,23,5,17,20,15,4597
20,23,5,17,20,15,4631
20,23,5,17,20,15,6013
20,23,5,17,20,15,5095
20,23,5,17,20,15,4768
20,23,5,17,20,15,4626
20,23,5,17,20,15,4604
20,23,5,17,20,15,4731
20,23,5,17,20,15,4612
20,23,5,17,20,15,4633
20,23,5,17,20,15,4633
20,23,5,17,20,15,4565
20,23,5,17,20,15,4603
20,23,5,17,20,15,4609
20,23,5,17,20,15,4660
20,23,5,17,20,15,4628
20,23,5,17,20,15,4592
20,23,5,17,20,15,4685
20,23,5,17,20,15,4589
20,23,5,17,20,15,4644
20,23,5,17,20,15,4631
20,23,5,17,20,15,4578
20,23,5,17,20,15,4574
20,23,5,17,20,15,4610
20,23,5,17,20,15,4672
20,23,5,17,20,15,4618
20,23,5,17,20,15,4652
20,23,5,17,20,15,4606
20,23,5,17,20,15,4696
20,23,5,17,20,15,4585
20,23,5,17,20,15,4674
20,23,5,17,20,15,4540
20,23,5,17,20,15,4685
20,23,5,17,20,15,4646
20,23,5,17,20,15,4655
20,23,5,17,20,15,4611
20,23,5,17,20,15,4592
20,23,5,17,20,15,4570
20,23,5,17,20,15,4604
20,23,5,17,20,15,4566
20,23,5,17,20,15,4578
20,23,5,17,20,15,4549
20,23,5,17,20,15,4543
20,23,5,17,20,15,4607
20,23,5,17,20,15,4610
20,23,5,17,20,15,4562
20,23,5,17,20,15,4556
20,23,5,17,20,15,4566
20,23,5,17,20,15,4611
20,23,5,17,20,15,4647
20,23,5,17,20,15,4652
20,23,5,17,20,15,4641
20,23,5,17,20,15,4565
20,23,5,17,20,15,4583
20,23,5,17,20,15,4643
20,23,5,17,20,15,4610
20,23,5,17,20,15,4617
20,23,5,17,20,15,4571
20,23,5,17,20,15,4624
20,23,5,17,20,15,4620
20,23,5,17,20,15,4565
20,23,5,17,20,15,4557
20,23,5,17,20,15,4608
20,23,5,17,20,15,4590
20,23,5,17,20,15,4578
20,23,5,17,20,15,4573
20,23,5,17,20,15,4618
20,23,5,17,20,15,4586
20,23,5,17,20,15,4611
20,23,5,17,20,15,4560
20,23,5,17,20,15,4549
20,23,5,17,20,15,4587
20,23,5,17,20,15,4570
20,23,5,17,20,15,4644
20,23,5,17,20,15,4571
20,23,5,17,20,15,4583
20,23,5,17,20,15,4554
20,23,5,17,20,15,4577
20,23,5,17,20,15,4564
20,23,5,17,20,15,4647
20,23,5,17,20,15,4607
20,23,5,17,20,15,4591
20,23,5,17,20,15,4622
20,23,5,17,20,15,4634
20,23,5,17,20,15,4636
20,23,5,17,20,15,4661
20,23,5,17,20,15,4577
20,23,5,17,20,15,4671
20,23,5,17,20,15,4640
20,23,5,17,20,15,4713
20,23,5,17,20,15,4636
20,23,5,17,20,15,4654
20,23,5,17,20,15,4636
20,23,5,17,20,15,4645
20,23,5,17,20,15,4624
20,23,5,17,20,15,4627
20,23,5,17,20,15,4602
20,23,5,17,20,15,4629
20,23,5,17,20,15,4602
20,23,5,17,20,15,4619
20,23,5,17,20,15,4637
20,23,5,17,20,15,4595
20,23,5,17,20,15,4594
20,23,5,17,20,15,4682
20,23,5,17,20,15,4699
20,23,5,17,20,15,4608
20,23,5,17,20,15,4589
20,23,5,17,20,15,4600
20,23,5,17,20,15,4638
20,23,5,17,20,15,4621
20,23,5,17,20,15,4590
20,23,5,17,20,15,4603
20,23,5,17,20,15,4617
20,23,5,17,20,15,4627
20,23,5,17,20,15,4623
20,23,5,17,20,15,4659
20,23,5,17,20,15,4622
20,23,5,17,20,15,4671
20,23,5,17,20,15,4684
20,23,5,17,20,15,4634
20,23,5,17,20,15,4565
20,23,5,17,20,15,4601
20,23,5,17,20,15,4646
20,23,5,17,20,15,4659
20,23,5,17,20,15,4588
20,23,5,17,20,15,4629
20,23,5,17,20,15,4685
20,23,5,17,20,15,4574
20,23,5,17,20,15,4598
20,23,5,17,20,15,4620
20,23,5,17,20,15,4579
20,23,5,17,20,15,4630
20,23,5,17,20,15,4660
20,23,5,17,20,15,4591
20,23,5,17,20,15,4527
20,23,5,17,20,15,4592
20,23,5,17,20,15,4570
20,23,5,17,20,15,4573
20,23,5,17,20,15,4583
20,23,5,17,20,15,4650
20,23,5,17,20,15,4603
20,23,5,17,20,15,4628
20,23,5,17,20,15,4584
20,23,5,17,20,15,4570
20,23,5,17,20,15,4596
20,23,5,17,20,15,4623
20,23,5,17,20,15,4585
20,23,5,17,20,15,4634
20,23,5,17,20,15,4665
20,23,5,17,20,15,4578
20,23,5,17,20,15,4601
20,23,5,17,20,15,4594
20,23,5,17,20,15,4606
20,23,5,17,20,15,4543
20,23,5,17,20,15,4647
20,23,5,17,20,15,18871
20,23,5,17,20,15,7980
20,23,5,17,20,15,7290
20,23,5,17,20,15,6760
20,23,5,17,20,15,6430
20,23,5,17,20,15,6327
20,23,5,17,20,15,6278
20,23,5,17,20,15,6286
20,23,5,17,20,15,6387
20,23,5,17,20,15,6247
20,23,5,17,20,15,6237
20,23,5,17,20,15,6229
20,23,5,17,20,15,6124
20,23,5,17,20,15,6132
20,23,5,17,20,15,6227
20,23,5,17,20,15,6226
20,23,5,17,20,15,6321
20,23,5,17,20,15,6362
20,23,5,17,20,15,6195
20,23,5,17,20,15,6093
20,23,5,17,20,15,6194
20,23,5,17,20,15,6320
20,23,5,17,20,15,6295
20,23,5,17,20,15,6349
20,23,5,17,20,15,6344
20,23,5,17,20,15,6189
20,23,5,17,20,15,6343
20,23,5,17,20,15,6409
20,23,5,17,20,15,6220
20,23,5,17,20,15,6298
20,23,5,17,20,15,6245
20,23,5,17,20,15,6268
20,23,5,17,20,15,6340
20,23,5,17,20,15,6215
20,23,5,17,20,15,6994
20,23,5,17,20,15,6454
20,23,5,17,20,15,6248
20,23,5,17,20,15,6223
20,23,5,17,20,15,6252
20,23,5,17,20,15,6312
20,23,5,17,20,15,6262
20,23,5,17,20,15,6378
20,23,5,17,20,15,6317
20,23,5,17,20,15,6308
20,23,5,17,20,15,6253
20,23,5,17,20,15,6236
20,23,5,17,20,15,6224
20,23,5,17,20,15,6252
20,23,5,17,20,15,6261
20,23,5,17,20,15,6108
20,23,5,17,20,15,6262
20,23,5,17,20,15,6213
20,23,5,17,20,15,6296
20,23,5,17,20,15,6207
20,23,5,17,20,15,6229
20,23,5,17,20,15,6257
20,23,5,17,20,15,6256
20,23,5,17,20,15,6229
20,23,5,17,20,15,6262
20,23,5,17,20,15,6166
20,23,5,17,20,15,6318
20,23,5,17,20,15,6643
20,23,5,17,20,15,6246
20,23,5,17,20,15,6252
20,23,5,17,20,15,6262
20,23,5,17,20,15,6350
20,23,5,17,20,15,6370
20,23,5,17,20,15,6329
20,23,5,17,20,15,6217
20,23,5,17,20,15,6230
20,23,5,17,20,15,6236
20,23,5,17,20,15,6336
20,23,5,17,20,15,6445
20,23,5,17,20,15,6338
20,23,5,17,20,15,6307
20,23,5,17,20,15,6498
20,23,5,17,20,15,6227
20,23,5,17,20,15,6304
