gimnasios,pokeparadas,mochila,tiempo,distancia_original,Distancia,cantidad_de_mejoras,iteraciones,gim_sacados
7,5,4,2.60991e+06,107.747,84.83,1,30,10
7,5,4,2.73188e+06,107.747,84.83,1,30,10
7,5,4,2.60788e+06,107.747,84.83,1,30,10
7,5,4,3.18925e+06,116.856,88.2012,1,30,10
7,5,4,3.06222e+06,116.856,88.2012,1,30,10
7,5,4,3.16195e+06,116.856,88.2012,1,30,10
7,5,4,3.09308e+06,116.856,88.2012,1,30,10
7,5,4,3.02996e+06,116.856,88.2012,1,30,10
7,5,4,2.9826e+06,116.856,88.2012,1,30,10
7,5,4,3.01712e+06,116.856,88.2012,1,30,10
7,5,4,3.00559e+06,116.856,88.2012,1,30,10
7,5,4,3.02867e+06,116.856,88.2012,1,30,10
7,5,4,3.00336e+06,116.856,88.2012,1,30,10
7,5,4,3.14668e+06,116.102,78.4391,1,30,10
7,5,4,3.23998e+06,116.102,78.4391,1,30,10
7,5,4,3.09932e+06,116.102,78.4391,1,30,10
7,5,4,3.04615e+06,116.102,78.4391,1,30,10
7,5,4,3.07975e+06,116.102,78.4391,1,30,10
7,5,4,3.01437e+06,116.102,78.4391,1,30,10
7,5,4,3.01839e+06,116.102,78.4391,1,30,10
7,5,4,3.01994e+06,116.102,78.4391,1,30,10
7,5,4,3.13883e+06,116.102,78.4391,1,30,10
7,5,4,3.0584e+06,116.102,78.4391,1,30,10
7,5,4,2.69351e+06,106.409,95.718,1,30,10
7,5,4,2.50588e+06,106.409,95.718,1,30,10
7,5,4,2.59796e+06,106.409,95.718,1,30,10
7,5,4,2.51462e+06,106.409,95.718,1,30,10
7,5,4,2.49263e+06,106.409,95.718,1,30,10
7,5,4,2.5354e+06,106.409,95.718,1,30,10
7,5,4,2.44455e+06,106.409,95.718,1,30,10
7,5,4,2.44377e+06,106.409,95.718,1,30,10
7,5,4,2.45955e+06,106.409,95.718,1,30,10
7,5,4,2.43155e+06,106.409,95.718,1,30,10
8,5,4,2.50144e+06,137.223,97.5375,1,30,10
8,5,4,2.53603e+06,137.223,97.5375,1,30,10
8,5,4,2.5532e+06,137.223,97.5375,1,30,10
8,5,4,2.48601e+06,137.223,97.5375,1,30,10
8,5,4,2.53835e+06,137.223,97.5375,1,30,10
8,5,4,2.50779e+06,137.223,97.5375,1,30,10
8,5,4,2.49622e+06,137.223,97.5375,1,30,10
8,5,4,2.49537e+06,137.223,97.5375,1,30,10
8,5,4,2.64055e+06,137.223,97.5375,1,30,10
8,5,4,2.52884e+06,137.223,97.5375,1,30,10
8,5,4,3.23188e+06,129.048,112.753,1,30,10
8,5,4,2.98666e+06,129.048,112.753,1,30,10
8,5,4,3.10164e+06,129.048,112.753,1,30,10
8,5,4,3.00161e+06,129.048,112.753,1,30,10
8,5,4,3.00171e+06,129.048,112.753,1,30,10
8,5,4,3.00324e+06,129.048,112.753,1,30,10
8,5,4,3.07174e+06,129.048,112.753,1,30,10
8,5,4,2.99439e+06,129.048,112.753,1,30,10
8,5,4,3.07392e+06,129.048,112.753,1,30,10
8,5,4,3.03026e+06,129.048,112.753,1,30,10
8,5,4,4.33036e+06,141.906,114.547,1,30,10
8,5,4,4.22464e+06,141.906,114.547,1,30,10
8,5,4,4.21889e+06,141.906,114.547,1,30,10
8,5,4,4.40064e+06,141.906,114.547,1,30,10
8,5,4,4.33478e+06,141.906,114.547,1,30,10
8,5,4,4.53131e+06,141.906,114.547,1,30,10
8,5,4,4.34344e+06,141.906,114.547,1,30,10
8,5,4,4.25112e+06,141.906,114.547,1,30,10
8,5,4,4.22406e+06,141.906,114.547,1,30,10
8,5,4,4.24236e+06,141.906,114.547,1,30,10
8,5,4,4.33654e+06,145.259,107.886,1,30,10
8,5,4,4.52041e+06,145.259,107.886,1,30,10
8,5,4,4.35695e+06,145.259,107.886,1,30,10
8,5,4,4.26449e+06,145.259,107.886,1,30,10
8,5,4,4.23823e+06,145.259,107.886,1,30,10
8,5,4,4.41685e+06,145.259,107.886,1,30,10
8,5,4,4.3615e+06,145.259,107.886,1,30,10
8,5,4,4.22838e+06,145.259,107.886,1,30,10
8,5,4,4.49186e+06,145.259,107.886,1,30,10
8,5,4,4.37704e+06,145.259,107.886,1,30,10
8,5,4,3.35083e+06,153.595,110.964,1,30,10
8,5,4,3.33538e+06,153.595,110.964,1,30,10
8,5,4,3.29364e+06,153.595,110.964,1,30,10
8,5,4,3.28864e+06,153.595,110.964,1,30,10
8,5,4,3.33956e+06,153.595,110.964,1,30,10
8,5,4,3.52686e+06,153.595,110.964,1,30,10
8,5,4,3.41951e+06,153.595,110.964,1,30,10
8,5,4,3.39801e+06,153.595,110.964,1,30,10
8,5,4,3.30251e+06,153.595,110.964,1,30,10
8,5,4,3.43101e+06,153.595,110.964,1,30,10
9,6,5,3.33654e+06,225.16,154.911,1,30,10
9,6,5,3.28547e+06,225.16,154.911,1,30,10
9,6,5,3.29598e+06,225.16,154.911,1,30,10
9,6,5,3.52313e+06,225.16,154.911,1,30,10
9,6,5,3.38732e+06,225.16,154.911,1,30,10
9,6,5,3.35445e+06,225.16,154.911,1,30,10
9,6,5,3.25905e+06,225.16,154.911,1,30,10
9,6,5,3.34222e+06,225.16,154.911,1,30,10
9,6,5,3.29305e+06,225.16,154.911,1,30,10
9,6,5,3.27145e+06,225.16,154.911,1,30,10
9,6,5,4.26118e+06,213.311,144.193,1,30,10
9,6,5,4.10456e+06,213.311,144.193,1,30,10
9,6,5,4.06085e+06,213.311,144.193,1,30,10
9,6,5,3.99562e+06,213.311,144.193,1,30,10
9,6,5,4.03998e+06,213.311,144.193,1,30,10
9,6,5,4.12908e+06,213.311,144.193,1,30,10
9,6,5,4.08433e+06,213.311,144.193,1,30,10
9,6,5,3.95525e+06,213.311,144.193,1,30,10
9,6,5,4.1437e+06,213.311,144.193,1,30,10
9,6,5,4.15484e+06,213.311,144.193,1,30,10
9,6,5,4.1962e+06,242.731,203.191,1,30,10
9,6,5,4.40944e+06,242.731,203.191,1,30,10
9,6,5,4.25431e+06,242.731,203.191,1,30,10
9,6,5,4.25058e+06,242.731,203.191,1,30,10
9,6,5,4.52971e+06,242.731,203.191,1,30,10
9,6,5,4.16689e+06,242.731,203.191,1,30,10
9,6,5,4.18872e+06,242.731,203.191,1,30,10
9,6,5,4.32833e+06,242.731,203.191,1,30,10
9,6,5,4.20473e+06,242.731,203.191,1,30,10
9,6,5,4.31142e+06,242.731,203.191,1,30,10
9,6,5,3.94206e+06,172.299,152.457,1,30,10
9,6,5,3.72805e+06,172.299,152.457,1,30,10
9,6,5,3.80306e+06,172.299,152.457,1,30,10
9,6,5,3.6946e+06,172.299,152.457,1,30,10
9,6,5,3.82332e+06,172.299,152.457,1,30,10
9,6,5,3.64731e+06,172.299,152.457,1,30,10
9,6,5,3.70219e+06,172.299,152.457,1,30,10
9,6,5,3.70832e+06,172.299,152.457,1,30,10
9,6,5,3.86289e+06,172.299,152.457,1,30,10
9,6,5,3.70242e+06,172.299,152.457,1,30,10
9,6,5,3.40903e+06,241.67,191.217,1,30,10
9,6,5,3.339e+06,241.67,191.217,1,30,10
9,6,5,3.35222e+06,241.67,191.217,1,30,10
9,6,5,3.32983e+06,241.67,191.217,1,30,10
9,6,5,3.32575e+06,241.67,191.217,1,30,10
9,6,5,3.55194e+06,241.67,191.217,1,30,10
9,6,5,3.4738e+06,241.67,191.217,1,30,10
9,6,5,3.43989e+06,241.67,191.217,1,30,10
9,6,5,3.41834e+06,241.67,191.217,1,30,10
9,6,5,3.41148e+06,241.67,191.217,1,30,10
